Month,Avg_kW,Total_kWh
jan,0.07260334782608696,1242.388488
feb,0.07303665217391306,1128.854496
mar,0.07307278260869565,1250.421456
apr,0.07245647826086957,1199.8792799999999
may,0.0724294347826087,1239.412488
jun,0.07296173913043477,1208.2464
jul,0.07286682608695653,1246.8971279999998
aug,0.07280917391304349,1245.9105839999997
sep,0.07348065217391304,1216.8395999999998
oct,0.073187,1252.3759439999997
nov,0.073508,1217.29248
dec,0.07342186956521739,1256.395032
