Tick,TotalEnergy(kWh),AverageEnergy(kWh)
0,1.4820000000000004,1.0260621659077414
1,1.7840000000000003,1.0260621659077414
2,1.7840000000000003,1.0260621659077414
3,1.7840000000000003,1.0260621659077414
4,1.7840000000000003,1.0260621659077414
5,1.7840000000000003,1.0260621659077414
6,1.7840000000000003,1.0260621659077414
7,1.7840000000000003,1.0260621659077414
8,1.7840000000000003,1.0260621659077414
9,1.7840000000000003,1.0260621659077414
10,1.7840000000000003,1.0260621659077414
11,1.7840000000000003,1.0260621659077414
12,1.7840000000000003,1.0260621659077414
13,1.7840000000000003,1.0260621659077414
14,1.7840000000000003,1.0260621659077414
15,1.7840000000000003,1.0260621659077414
16,1.7840000000000003,1.0260621659077414
17,1.7840000000000003,1.0260621659077414
18,1.7840000000000003,1.0260621659077414
19,1.7840000000000003,1.0260621659077414
20,1.7840000000000003,1.0260621659077414
21,1.7840000000000003,1.0260621659077414
22,1.7840000000000003,1.0260621659077414
23,1.7840000000000003,1.0260621659077414
24,1.7840000000000003,1.0260621659077414
25,1.7840000000000003,1.0260621659077414
26,1.7840000000000003,1.0260621659077414
27,1.7840000000000003,1.0260621659077414
28,1.7840000000000003,1.0260621659077414
29,1.7840000000000003,1.0260621659077414
30,1.7840000000000003,1.0260621659077414
31,1.7840000000000003,1.0260621659077414
32,1.7840000000000003,1.0260621659077414
33,1.7840000000000003,1.0260621659077414
34,1.7840000000000003,1.0260621659077414
35,1.7840000000000003,1.0260621659077414
36,1.7840000000000003,1.0260621659077414
37,1.7840000000000003,1.0260621659077414
38,1.7840000000000003,1.0260621659077414
39,1.7840000000000003,1.0260621659077414
40,1.7840000000000003,1.0260621659077414
41,1.7840000000000003,1.0260621659077414
42,1.7840000000000003,1.0260621659077414
43,1.7840000000000003,1.0260621659077414
44,1.7840000000000003,1.0260621659077414
45,1.7840000000000003,1.0260621659077414
46,1.7840000000000003,1.0260621659077414
47,1.7840000000000003,1.0260621659077414
48,1.7840000000000003,1.0260621659077414
49,1.7840000000000003,1.0260621659077414
50,1.7840000000000003,1.0260621659077414
51,1.7840000000000003,1.0260621659077414
52,1.7840000000000003,1.0260621659077414
53,1.7840000000000003,1.0260621659077414
54,1.7840000000000003,1.0260621659077414
55,1.7840000000000003,1.0260621659077414
56,1.7840000000000003,1.0260621659077414
57,1.7840000000000003,1.0260621659077414
58,1.7840000000000003,1.0260621659077414
59,1.7840000000000003,1.0260621659077414
60,1.7840000000000003,1.0260621659077414
61,1.7840000000000003,1.0260621659077414
62,1.7840000000000003,1.0260621659077414
63,1.7840000000000003,1.0260621659077414
64,1.7840000000000003,1.0260621659077414
65,1.7840000000000003,1.0260621659077414
66,1.7840000000000003,1.0260621659077414
67,1.7840000000000003,1.0260621659077414
68,1.7840000000000003,1.0260621659077414
69,1.7840000000000003,1.0260621659077414
70,1.7840000000000003,1.0260621659077414
71,1.7840000000000003,1.0260621659077414
72,1.7840000000000003,1.0260621659077414
73,1.7840000000000003,1.0260621659077414
74,1.7840000000000003,1.0260621659077414
75,1.7840000000000003,1.0260621659077414
76,1.7840000000000003,1.0260621659077414
77,1.7840000000000003,1.0260621659077414
78,1.7840000000000003,1.0260621659077414
79,1.7840000000000003,1.0260621659077414
80,1.7840000000000003,1.0260621659077414
81,1.7840000000000003,1.0260621659077414
82,1.7840000000000003,1.0260621659077414
83,1.7840000000000003,1.0260621659077414
84,1.7840000000000003,1.0260621659077414
85,1.7840000000000003,1.0260621659077414
86,1.7840000000000003,1.0260621659077414
87,1.7840000000000003,1.0260621659077414
88,1.7840000000000003,1.0260621659077414
89,1.7840000000000003,1.0260621659077414
90,1.7840000000000003,1.0260621659077414
91,1.7840000000000003,1.0260621659077414
92,1.7840000000000003,1.0260621659077414
93,1.7840000000000003,1.0260621659077414
94,1.7840000000000003,1.0260621659077414
95,1.7840000000000003,1.0260621659077414
96,1.7840000000000003,1.0260621659077414
97,1.7840000000000003,1.0260621659077414
98,1.7840000000000003,1.0260621659077414
99,1.7840000000000003,1.0260621659077414
100,1.7840000000000003,1.0260621659077414
101,1.7840000000000003,1.0260621659077414
102,1.7840000000000003,1.0260621659077414
103,1.7840000000000003,1.0260621659077414
104,1.7840000000000003,1.0260621659077414
105,1.7840000000000003,1.0260621659077414
106,1.7840000000000003,1.0260621659077414
107,1.7840000000000003,1.0260621659077414
108,1.7840000000000003,1.0260621659077414
109,1.7840000000000003,1.0260621659077414
110,1.7840000000000003,1.0260621659077414
111,1.7840000000000003,1.0260621659077414
112,1.7840000000000003,1.0260621659077414
113,1.7840000000000003,1.0260621659077414
114,1.7840000000000003,1.0260621659077414
115,1.7840000000000003,1.0260621659077414
116,1.7840000000000003,1.0260621659077414
117,1.7840000000000003,1.0260621659077414
118,1.7840000000000003,1.0260621659077414
119,1.7840000000000003,1.0260621659077414
120,1.7840000000000003,1.0260621659077414
121,1.7840000000000003,1.0260621659077414
122,1.7840000000000003,1.0260621659077414
123,1.7840000000000003,1.0260621659077414
124,1.7840000000000003,1.0260621659077414
125,1.7840000000000003,1.0260621659077414
126,1.7840000000000003,1.0260621659077414
127,1.7840000000000003,1.0260621659077414
128,1.7840000000000003,1.0260621659077414
129,1.7840000000000003,1.0260621659077414
130,1.7840000000000003,1.0260621659077414
131,1.7840000000000003,1.0260621659077414
132,1.7840000000000003,1.0260621659077414
133,1.7840000000000003,1.0260621659077414
134,1.7840000000000003,1.0260621659077414
135,1.7840000000000003,1.0260621659077414
136,1.7840000000000003,1.0260621659077414
137,1.7840000000000003,1.0260621659077414
138,1.7840000000000003,1.0260621659077414
139,1.7840000000000003,1.0260621659077414
140,1.7840000000000003,1.0260621659077414
141,1.7840000000000003,1.0260621659077414
142,1.7840000000000003,1.0260621659077414
143,1.7840000000000003,1.0260621659077414
144,1.7840000000000003,1.0260621659077414
145,1.7840000000000003,1.0260621659077414
146,1.7840000000000003,1.0260621659077414
147,1.7840000000000003,1.0260621659077414
148,1.7840000000000003,1.0260621659077414
149,1.7840000000000003,1.0260621659077414
150,1.7840000000000003,1.0260621659077414
151,1.7840000000000003,1.0260621659077414
152,1.7840000000000003,1.0260621659077414
153,1.7840000000000003,1.0260621659077414
154,1.7840000000000003,1.0260621659077414
155,1.7840000000000003,1.0260621659077414
156,1.7840000000000003,1.0260621659077414
157,1.7840000000000003,1.0260621659077414
158,1.7840000000000003,1.0260621659077414
159,1.7840000000000003,1.0260621659077414
160,1.7840000000000003,1.0260621659077414
161,1.7840000000000003,1.0260621659077414
162,1.7840000000000003,1.0260621659077414
163,1.7840000000000003,1.0260621659077414
164,1.7840000000000003,1.0260621659077414
165,1.7840000000000003,1.0260621659077414
166,1.7840000000000003,1.0260621659077414
167,1.7840000000000003,1.0260621659077414
168,1.7840000000000003,1.0260621659077414
169,1.7840000000000003,1.0260621659077414
170,1.7840000000000003,1.0260621659077414
171,1.7840000000000003,1.0260621659077414
172,1.7840000000000003,1.0260621659077414
173,1.7840000000000003,1.0260621659077414
174,1.7840000000000003,1.0260621659077414
175,1.7840000000000003,1.0260621659077414
176,1.7840000000000003,1.0260621659077414
177,1.7840000000000003,1.0260621659077414
178,1.7840000000000003,1.0260621659077414
179,1.7840000000000003,1.0260621659077414
180,1.7840000000000003,1.0260621659077414
181,1.7840000000000003,1.0260621659077414
182,1.7840000000000003,1.0260621659077414
183,1.7840000000000003,1.0260621659077414
184,1.7840000000000003,1.0260621659077414
185,1.7840000000000003,1.0260621659077414
186,1.7840000000000003,1.0260621659077414
187,1.7840000000000003,1.0260621659077414
188,1.7840000000000003,1.0260621659077414
189,1.7840000000000003,1.0260621659077414
190,1.7840000000000003,1.0260621659077414
191,1.7840000000000003,1.0260621659077414
192,1.7840000000000003,1.0260621659077414
193,1.7840000000000003,1.0260621659077414
194,1.7840000000000003,1.0260621659077414
195,1.7840000000000003,1.0260621659077414
196,1.7840000000000003,1.0260621659077414
197,1.7840000000000003,1.0260621659077414
198,1.7840000000000003,1.0260621659077414
199,1.7840000000000003,1.0260621659077414
200,1.7840000000000003,1.0260621659077414
201,1.7840000000000003,1.0260621659077414
202,1.7840000000000003,1.0260621659077414
203,1.7840000000000003,1.0260621659077414
204,1.7840000000000003,1.0260621659077414
205,1.7840000000000003,1.0260621659077414
206,1.7840000000000003,1.0260621659077414
207,1.7840000000000003,1.0260621659077414
208,1.7840000000000003,1.0260621659077414
209,1.7840000000000003,1.0260621659077414
210,1.7840000000000003,1.0260621659077414
211,1.7840000000000003,1.0260621659077414
212,1.7840000000000003,1.0260621659077414
213,1.7840000000000003,1.0260621659077414
214,1.7840000000000003,1.0260621659077414
215,1.7840000000000003,1.0260621659077414
216,1.7840000000000003,1.0260621659077414
217,1.7840000000000003,1.0260621659077414
218,1.7840000000000003,1.0260621659077414
219,1.7840000000000003,1.0260621659077414
220,1.7840000000000003,1.0260621659077414
221,1.7840000000000003,1.0260621659077414
222,1.7840000000000003,1.0260621659077414
223,1.7840000000000003,1.0260621659077414
224,1.7840000000000003,1.0260621659077414
225,1.7840000000000003,1.0260621659077414
226,1.7840000000000003,1.0260621659077414
227,1.7840000000000003,1.0260621659077414
228,1.7840000000000003,1.0260621659077414
229,1.7840000000000003,1.0260621659077414
230,1.7840000000000003,1.0260621659077414
231,1.7840000000000003,1.0260621659077414
232,1.7840000000000003,1.0260621659077414
233,1.7840000000000003,1.0260621659077414
234,1.7840000000000003,1.0260621659077414
235,1.7840000000000003,1.0260621659077414
236,1.7840000000000003,1.0260621659077414
237,1.7840000000000003,1.0260621659077414
238,1.7840000000000003,1.0260621659077414
239,1.7840000000000003,1.0260621659077414
240,1.7840000000000003,1.0260621659077414
241,1.7840000000000003,1.0260621659077414
242,1.7840000000000003,1.0260621659077414
243,1.7840000000000003,1.0260621659077414
244,1.7840000000000003,1.0260621659077414
245,1.7840000000000003,1.0260621659077414
246,1.7840000000000003,1.0260621659077414
247,1.7840000000000003,1.0260621659077414
248,1.7840000000000003,1.0260621659077414
249,1.7840000000000003,1.0260621659077414
250,1.7840000000000003,1.0260621659077414
251,1.7840000000000003,1.0260621659077414
252,1.7840000000000003,1.0260621659077414
253,1.7840000000000003,1.0260621659077414
254,1.7840000000000003,1.0260621659077414
255,1.7840000000000003,1.0260621659077414
256,1.7840000000000003,1.0260621659077414
257,1.7840000000000003,1.0260621659077414
258,1.7840000000000003,1.0260621659077414
259,1.7840000000000003,1.0260621659077414
260,1.7840000000000003,1.0260621659077414
261,1.7840000000000003,1.0260621659077414
262,1.7840000000000003,1.0260621659077414
263,1.7840000000000003,1.0260621659077414
264,1.7840000000000003,1.0260621659077414
265,1.7840000000000003,1.0260621659077414
266,1.7840000000000003,1.0260621659077414
267,1.7840000000000003,1.0260621659077414
268,1.7840000000000003,1.0260621659077414
269,1.7840000000000003,1.0260621659077414
270,1.7840000000000003,1.0260621659077414
271,1.7840000000000003,1.0260621659077414
272,1.7840000000000003,1.0260621659077414
273,1.7840000000000003,1.0260621659077414
274,1.7840000000000003,1.0260621659077414
275,1.7840000000000003,1.0260621659077414
276,1.7840000000000003,1.0260621659077414
277,1.7840000000000003,1.0260621659077414
278,1.7840000000000003,1.0260621659077414
279,1.7840000000000003,1.0260621659077414
280,1.7840000000000003,1.0260621659077414
281,1.7840000000000003,1.0260621659077414
282,1.7840000000000003,1.0260621659077414
283,1.7840000000000003,1.0260621659077414
284,1.7840000000000003,1.0260621659077414
285,1.7840000000000003,1.0260621659077414
286,1.7840000000000003,1.0260621659077414
287,1.7840000000000003,1.0260621659077414
288,1.7840000000000003,1.0260621659077414
289,1.7840000000000003,1.0260621659077414
290,1.7840000000000003,1.0260621659077414
291,1.7840000000000003,1.0260621659077414
292,1.7840000000000003,1.0260621659077414
293,1.7840000000000003,1.0260621659077414
294,1.7840000000000003,1.0260621659077414
295,1.7840000000000003,1.0260621659077414
296,1.7840000000000003,1.0260621659077414
297,1.7840000000000003,1.0260621659077414
298,1.7840000000000003,1.0260621659077414
299,1.7840000000000003,1.0260621659077414
300,1.7840000000000003,1.0260621659077414
301,1.7840000000000003,1.0260621659077414
302,1.7840000000000003,1.0260621659077414
303,1.7840000000000003,1.0260621659077414
304,1.7840000000000003,1.0260621659077414
305,1.7840000000000003,1.0260621659077414
306,1.7840000000000003,1.0260621659077414
307,1.7840000000000003,1.0260621659077414
308,1.7840000000000003,1.0260621659077414
309,1.7840000000000003,1.0260621659077414
310,1.7840000000000003,1.0260621659077414
311,1.7840000000000003,1.0260621659077414
312,1.7840000000000003,1.0260621659077414
313,1.7840000000000003,1.0260621659077414
314,1.7840000000000003,1.0260621659077414
315,1.7840000000000003,1.0260621659077414
316,1.7840000000000003,1.0260621659077414
317,1.7840000000000003,1.0260621659077414
318,1.7840000000000003,1.0260621659077414
319,1.7840000000000003,1.0260621659077414
320,1.7840000000000003,1.0260621659077414
321,1.7840000000000003,1.0260621659077414
322,1.7840000000000003,1.0260621659077414
323,1.7840000000000003,1.0260621659077414
324,1.7840000000000003,1.0260621659077414
325,1.7840000000000003,1.0260621659077414
326,1.7840000000000003,1.0260621659077414
327,1.7840000000000003,1.0260621659077414
328,1.7840000000000003,1.0260621659077414
329,1.7840000000000003,1.0260621659077414
330,1.7840000000000003,1.0260621659077414
331,1.7840000000000003,1.0260621659077414
332,1.7840000000000003,1.0260621659077414
333,1.7840000000000003,1.0260621659077414
334,1.7840000000000003,1.0260621659077414
335,1.7840000000000003,1.0260621659077414
336,1.7840000000000003,1.0260621659077414
337,1.7840000000000003,1.0260621659077414
338,1.7840000000000003,1.0260621659077414
339,1.7840000000000003,1.0260621659077414
340,1.7840000000000003,1.0260621659077414
341,1.7840000000000003,1.0260621659077414
342,1.7840000000000003,1.0260621659077414
343,1.7840000000000003,1.0260621659077414
344,1.7840000000000003,1.0260621659077414
345,1.7840000000000003,1.0260621659077414
346,1.7840000000000003,1.0260621659077414
347,1.7840000000000003,1.0260621659077414
348,1.7840000000000003,1.0260621659077414
349,1.7840000000000003,1.0260621659077414
350,1.7840000000000003,1.0260621659077414
351,1.7840000000000003,1.0260621659077414
352,1.7840000000000003,1.0260621659077414
353,1.7840000000000003,1.0260621659077414
354,1.7840000000000003,1.0260621659077414
355,1.7840000000000003,1.0260621659077414
356,1.7840000000000003,1.0260621659077414
357,1.7840000000000003,1.0260621659077414
358,1.7840000000000003,1.0260621659077414
359,1.7840000000000003,1.0260621659077414
360,1.7840000000000003,1.0260621659077414
361,1.7840000000000003,1.0260621659077414
362,1.7840000000000003,1.0260621659077414
363,1.7840000000000003,1.0260621659077414
364,1.7840000000000003,1.0260621659077414
365,1.7840000000000003,1.0260621659077414
366,1.7840000000000003,1.0260621659077414
367,1.7840000000000003,1.0260621659077414
368,1.7840000000000003,1.0260621659077414
369,1.7840000000000003,1.0260621659077414
370,1.7840000000000003,1.0260621659077414
371,1.7840000000000003,1.0260621659077414
372,1.7840000000000003,1.0260621659077414
373,1.7840000000000003,1.0260621659077414
374,1.7840000000000003,1.0260621659077414
375,1.7840000000000003,1.0260621659077414
376,1.7840000000000003,1.0260621659077414
377,1.7840000000000003,1.0260621659077414
378,1.7840000000000003,1.0260621659077414
379,1.7840000000000003,1.0260621659077414
380,1.7840000000000003,1.0260621659077414
381,1.7840000000000003,1.0260621659077414
382,1.7840000000000003,1.0260621659077414
383,1.7840000000000003,1.0260621659077414
384,1.7840000000000003,1.0260621659077414
385,1.7840000000000003,1.0260621659077414
386,1.7840000000000003,1.0260621659077414
387,1.7840000000000003,1.0260621659077414
388,1.7840000000000003,1.0260621659077414
389,1.7840000000000003,1.0260621659077414
390,1.7840000000000003,1.0260621659077414
391,1.7840000000000003,1.0260621659077414
392,1.7840000000000003,1.0260621659077414
393,1.7840000000000003,1.0260621659077414
394,1.7840000000000003,1.0260621659077414
395,1.7840000000000003,1.0260621659077414
396,1.7840000000000003,1.0260621659077414
397,1.7840000000000003,1.0260621659077414
398,1.7840000000000003,1.0260621659077414
399,1.7840000000000003,1.0260621659077414
400,1.7840000000000003,1.0260621659077414
401,1.7840000000000003,1.0260621659077414
402,1.7840000000000003,1.0260621659077414
403,1.7840000000000003,1.0260621659077414
404,1.7840000000000003,1.0260621659077414
405,1.7840000000000003,1.0260621659077414
406,1.7840000000000003,1.0260621659077414
407,1.7840000000000003,1.0260621659077414
408,1.7840000000000003,1.0260621659077414
409,1.7840000000000003,1.0260621659077414
