time,success_cloudlets,pending_cloudlets,power_kW,c_power
822,7813,63,0.1140,93.7080
823,7813,63,0.1140,93.8220
824,7813,63,0.1140,93.9360
825,7813,63,0.1140,94.0500
826,7813,63,0.1140,94.1640
827,7876,63,0.1140,94.2780
828,7876,63,0.1140,94.3920
829,7876,63,0.1140,94.5060
830,7876,63,0.1140,94.6200
831,7876,63,0.1140,94.7340
832,7876,63,0.1140,94.8480
833,7876,63,0.1140,94.9620
834,7939,63,0.1140,95.0760
835,7939,63,0.1140,95.1900
836,7939,63,0.1140,95.3040
837,7939,63,0.1140,95.4180
838,7939,63,0.1140,95.5320
839,7939,63,0.1140,95.6460
840,7939,63,0.1140,95.7600
841,8002,63,0.1140,95.8740
842,8002,63,0.1140,95.9880
843,8002,63,0.1140,96.1020
844,8002,63,0.1140,96.2160
845,8002,63,0.1140,96.3300
846,8002,63,0.1140,96.4440
847,8002,63,0.1140,96.5580
848,8065,63,0.1140,96.6720
849,8065,63,0.1140,96.7860
850,8065,63,0.1140,96.9000
851,8065,63,0.1140,97.0140
852,8065,63,0.1140,97.1280
853,8065,63,0.1140,97.2420
854,8065,63,0.1140,97.3560
855,8128,63,0.1140,97.4700
856,8128,63,0.1140,97.5840
857,8128,63,0.1140,97.6980
858,8128,63,0.1140,97.8120
859,8128,63,0.1140,97.9260
860,8128,63,0.1140,98.0400
861,8128,63,0.1140,98.1540
862,8191,63,0.1140,98.2680
863,8191,63,0.1140,98.3820
864,8191,63,0.1140,98.4960
865,8191,63,0.1140,98.6100
866,8191,63,0.1140,98.7240
867,8191,63,0.1140,98.8380
868,8191,63,0.1140,98.9520
869,8254,63,0.1140,99.0660
870,8254,63,0.1140,99.1800
871,8254,63,0.1140,99.2940
872,8254,63,0.1140,99.4080
873,8254,63,0.1140,99.5220
874,8254,63,0.1140,99.6360
875,8254,63,0.1140,99.7500
876,8317,63,0.1140,99.8640
877,8317,63,0.1140,99.9780
878,8317,63,0.1140,100.0920
879,8317,63,0.1140,100.2060
880,8317,63,0.1140,100.3200
881,8317,63,0.1140,100.4340
882,8317,63,0.1140,100.5480
883,8380,63,0.1140,100.6620
884,8380,63,0.1140,100.7760
885,8380,63,0.1140,100.8900
886,8380,63,0.1140,101.0040
887,8380,63,0.1140,101.1180
888,8380,63,0.1140,101.2320
889,8380,63,0.1140,101.3460
890,8443,63,0.1140,101.4600
891,8443,63,0.1140,101.5740
892,8443,63,0.1140,101.6880
893,8443,63,0.1140,101.8020
894,8443,63,0.1140,101.9160
895,8443,63,0.1140,102.0300
896,8443,63,0.1140,102.1440
897,8506,63,0.1140,102.2580
898,8506,63,0.1140,102.3720
899,8506,63,0.1140,102.4860
900,8506,63,0.1140,102.6000
901,8506,63,0.1140,102.7140
902,8506,63,0.1140,102.8280
903,8506,63,0.1140,102.9420
904,8569,63,0.1140,103.0560
905,8569,63,0.1140,103.1700
906,8569,63,0.1140,103.2840
907,8569,63,0.1140,103.3980
908,8569,63,0.1140,103.5120
909,8569,63,0.1140,103.6260
910,8569,63,0.1140,103.7400
911,8632,63,0.1140,103.8540
912,8632,63,0.1140,103.9680
913,8632,63,0.1140,104.0820
914,8632,63,0.1140,104.1960
915,8632,63,0.1140,104.3100
916,8632,63,0.1140,104.4240
917,8632,63,0.1140,104.5380
918,8695,63,0.1140,104.6520
919,8695,63,0.1140,104.7660
920,8695,63,0.1140,104.8800
921,8695,63,0.1140,104.9940
922,8695,63,0.1140,105.1080
923,8695,63,0.1140,105.2220
924,8695,63,0.1140,105.3360
925,8758,63,0.1140,105.4500
926,8758,63,0.1140,105.5640
927,8758,63,0.1140,105.6780
928,8758,63,0.1140,105.7920
929,8758,63,0.1140,105.9060
930,8758,63,0.1140,106.0200
931,8758,63,0.1140,106.1340
932,8821,63,0.1140,106.2480
933,8821,63,0.1140,106.3620
934,8821,63,0.1140,106.4760
935,8821,63,0.1140,106.5900
936,8821,63,0.1140,106.7040
937,8821,63,0.1140,106.8180
938,8821,63,0.1140,106.9320
939,8884,63,0.1140,107.0460
940,8884,63,0.1140,107.1600
941,8884,63,0.1140,107.2740
942,8884,63,0.1140,107.3880
943,8884,63,0.1140,107.5020
944,8884,63,0.1140,107.6160
945,8884,63,0.1140,107.7300
946,8947,63,0.1140,107.8440
947,8947,63,0.1140,107.9580
948,8947,63,0.1140,108.0720
949,8947,63,0.1140,108.1860
950,8947,63,0.1140,108.3000
951,8947,63,0.1140,108.4140
952,8947,63,0.1140,108.5280
953,9010,63,0.1140,108.6420
954,9010,63,0.1140,108.7560
955,9010,63,0.1140,108.8700
956,9010,63,0.1140,108.9840
957,9010,63,0.1140,109.0980
958,9010,63,0.1140,109.2120
959,9010,63,0.1140,109.3260
960,9073,63,0.1140,109.4400
961,9073,63,0.1140,109.5540
962,9073,63,0.1140,109.6680
963,9073,63,0.1140,109.7820
964,9073,63,0.1140,109.8960
965,9073,63,0.1140,110.0100
966,9073,63,0.1140,110.1240
967,9136,63,0.1140,110.2380
968,9136,63,0.1140,110.3520
969,9136,63,0.1140,110.4660
970,9136,63,0.1140,110.5800
971,9136,63,0.1140,110.6940
972,9136,63,0.1140,110.8080
973,9136,63,0.1140,110.9220
974,9199,63,0.1140,111.0360
975,9199,63,0.1140,111.1500
976,9199,63,0.1140,111.2640
977,9199,63,0.1140,111.3780
978,9199,63,0.1140,111.4920
979,9199,63,0.1140,111.6060
980,9199,63,0.1140,111.7200
981,9262,63,0.1140,111.8340
982,9262,63,0.1140,111.9480
983,9262,63,0.1140,112.0620
984,9262,63,0.1140,112.1760
985,9262,63,0.1140,112.2900
986,9262,63,0.1140,112.4040
987,9262,63,0.1140,112.5180
988,9325,63,0.1140,112.6320
989,9325,63,0.1140,112.7460
990,9325,63,0.1140,112.8600
991,9325,63,0.1140,112.9740
992,9325,63,0.1140,113.0880
993,9325,63,0.1140,113.2020
994,9325,63,0.1140,113.3160
995,9388,63,0.1140,113.4300
996,9388,63,0.1140,113.5440
997,9388,63,0.1140,113.6580
998,9388,63,0.1140,113.7720
999,9388,63,0.1140,113.8860
1000,9388,63,0.1140,114.0000
1001,9388,63,0.1140,114.1140
1002,9451,63,0.1140,114.2280
1003,9451,63,0.1140,114.3420
1004,9451,63,0.1140,114.4560
1005,9451,63,0.1140,114.5700
1006,9451,63,0.1140,114.6840
1007,9451,63,0.1140,114.7980
1008,9451,63,0.1140,114.9120
1009,9514,63,0.1140,115.0260
1010,9514,63,0.1140,115.1400
1011,9514,63,0.1140,115.2540
1012,9514,63,0.1140,115.3680
1013,9514,63,0.1140,115.4820
1014,9514,63,0.1140,115.5960
1015,9514,63,0.1140,115.7100
1016,9577,63,0.1140,115.8240
1017,9577,63,0.1140,115.9380
1018,9577,63,0.1140,116.0520
1019,9577,63,0.1140,116.1660
1020,9577,63,0.1140,116.2800
1021,9577,63,0.1140,116.3940
1022,9577,63,0.1140,116.5080
1023,9640,63,0.1140,116.6220
1024,9640,63,0.1140,116.7360
1025,9640,63,0.1140,116.8500
1026,9640,63,0.1140,116.9640
1027,9640,63,0.1140,117.0780
1028,9640,63,0.1140,117.1920
1029,9640,63,0.1140,117.3060
1030,9703,63,0.1140,117.4200
1031,9703,63,0.1140,117.5340
1032,9703,63,0.1140,117.6480
1033,9703,63,0.1140,117.7620
1034,9703,63,0.1140,117.8760
1035,9703,63,0.1140,117.9900
1036,9703,63,0.1140,118.1040
1037,9766,63,0.1140,118.2180
1038,9766,63,0.1140,118.3320
1039,9766,63,0.1140,118.4460
1040,9766,63,0.1140,118.5600
1041,9766,63,0.1140,118.6740
1042,9766,63,0.1140,118.7880
1043,9766,63,0.1140,118.9020
1044,9829,63,0.1140,119.0160
1045,9829,63,0.1140,119.1300
1046,9829,63,0.1140,119.2440
1047,9829,63,0.1140,119.3580
1048,9829,63,0.1140,119.4720
1049,9829,63,0.1140,119.5860
1050,9829,63,0.1140,119.7000
1051,9892,63,0.1140,119.8140
1052,9892,63,0.1140,119.9280
1053,9892,63,0.1140,120.0420
1054,9892,63,0.1140,120.1560
1055,9892,63,0.1140,120.2700
1056,9892,63,0.1140,120.3840
1057,9892,63,0.1140,120.4980
1058,9955,63,0.1140,120.6120
1059,9955,63,0.1140,120.7260
1060,9955,63,0.1140,120.8400
1061,9955,63,0.1140,120.9540
1062,9955,63,0.1140,121.0680
1063,9955,63,0.1140,121.1820
1064,9955,63,0.1140,121.2960
1065,10018,63,0.1140,121.4100
1066,10018,63,0.1140,121.5240
1067,10018,63,0.1140,121.6380
1068,10018,63,0.1140,121.7520
1069,10018,63,0.1140,121.8660
1070,10018,63,0.1140,121.9800
1071,10018,63,0.1140,122.0940
1072,10081,63,0.1140,122.2080
1073,10081,63,0.1140,122.3220
1074,10081,63,0.1140,122.4360
1075,10081,63,0.1140,122.5500
1076,10081,63,0.1140,122.6640
1077,10081,63,0.1140,122.7780
1078,10081,63,0.1140,122.8920
1079,10144,63,0.1140,123.0060
1080,10144,63,0.1140,123.1200
1081,10144,63,0.1140,123.2340
1082,10144,63,0.1140,123.3480
1083,10144,63,0.1140,123.4620
1084,10144,63,0.1140,123.5760
1085,10144,63,0.1140,123.6900
1086,10207,63,0.1140,123.8040
1087,10207,63,0.1140,123.9180
1088,10207,63,0.1140,124.0320
1089,10207,63,0.1140,124.1460
1090,10207,63,0.1140,124.2600
1091,10207,63,0.1140,124.3740
1092,10207,63,0.1140,124.4880
1093,10270,63,0.1140,124.6020
1094,10270,63,0.1140,124.7160
1095,10270,63,0.1140,124.8300
1096,10270,63,0.1140,124.9440
1097,10270,63,0.1140,125.0580
1098,10270,63,0.1140,125.1720
1099,10270,63,0.1140,125.2860
1100,10333,63,0.1140,125.4000
1101,10333,63,0.1140,125.5140
1102,10333,63,0.1140,125.6280
1103,10333,63,0.1140,125.7420
1104,10333,63,0.1140,125.8560
1105,10333,63,0.1140,125.9700
1106,10333,63,0.1140,126.0840
1107,10396,63,0.1140,126.1980
1108,10396,63,0.1140,126.3120
1109,10396,63,0.1140,126.4260
1110,10396,63,0.1140,126.5400
1111,10396,63,0.1140,126.6540
1112,10396,63,0.1140,126.7680
1113,10396,63,0.1140,126.8820
1114,10459,63,0.1140,126.9960
1115,10459,63,0.1140,127.1100
1116,10459,63,0.1140,127.2240
1117,10459,63,0.1140,127.3380
1118,10459,63,0.1140,127.4520
1119,10459,63,0.1140,127.5660
1120,10459,63,0.1140,127.6800
1121,10522,63,0.1140,127.7940
1122,10522,63,0.1140,127.9080
1123,10522,63,0.1140,128.0220
1124,10522,63,0.1140,128.1360
1125,10522,63,0.1140,128.2500
1126,10522,63,0.1140,128.3640
1127,10522,63,0.1140,128.4780
1128,10585,63,0.1140,128.5920
1129,10585,63,0.1140,128.7060
1130,10585,63,0.1140,128.8200
1131,10585,63,0.1140,128.9340
1132,10585,63,0.1140,129.0480
1133,10585,63,0.1140,129.1620
1134,10585,63,0.1140,129.2760
1135,10648,63,0.1140,129.3900
1136,10648,63,0.1140,129.5040
1137,10648,63,0.1140,129.6180
1138,10648,63,0.1140,129.7320
1139,10648,63,0.1140,129.8460
1140,10648,63,0.1140,129.9600
1141,10648,63,0.1140,130.0740
1142,10711,63,0.1140,130.1880
1143,10711,63,0.1140,130.3020
1144,10711,63,0.1140,130.4160
1145,10711,63,0.1140,130.5300
1146,10711,63,0.1140,130.6440
1147,10711,63,0.1140,130.7580
1148,10711,63,0.1140,130.8720
1149,10774,63,0.1140,130.9860
1150,10774,63,0.1140,131.1000
1151,10774,63,0.1140,131.2140
1152,10774,63,0.1140,131.3280
1153,10774,63,0.1140,131.4420
1154,10774,63,0.1140,131.5560
1155,10774,63,0.1140,131.6700
1156,10837,63,0.1140,131.7840
1157,10837,63,0.1140,131.8980
1158,10837,63,0.1140,132.0120
1159,10837,63,0.1140,132.1260
1160,10837,63,0.1140,132.2400
1161,10837,63,0.1140,132.3540
1162,10837,63,0.1140,132.4680
1163,10900,63,0.1140,132.5820
1164,10900,63,0.1140,132.6960
1165,10900,63,0.1140,132.8100
1166,10900,63,0.1140,132.9240
1167,10900,63,0.1140,133.0380
1168,10900,63,0.1140,133.1520
1169,10900,63,0.1140,133.2660
1170,10963,63,0.1140,133.3800
1171,10963,63,0.1140,133.4940
1172,10963,63,0.1140,133.6080
1173,10963,63,0.1140,133.7220
1174,10963,63,0.1140,133.8360
1175,10963,63,0.1140,133.9500
1176,10963,63,0.1140,134.0640
1177,11026,63,0.1140,134.1780
1178,11026,63,0.1140,134.2920
1179,11026,63,0.1140,134.4060
1180,11026,63,0.1140,134.5200
1181,11026,63,0.1140,134.6340
1182,11026,63,0.1140,134.7480
1183,11026,63,0.1140,134.8620
1184,11089,63,0.1140,134.9760
1185,11089,63,0.1140,135.0900
1186,11089,63,0.1140,135.2040
1187,11089,63,0.1140,135.3180
1188,11089,63,0.1140,135.4320
1189,11089,63,0.1140,135.5460
1190,11089,63,0.1140,135.6600
1191,11152,63,0.1140,135.7740
1192,11152,63,0.1140,135.8880
1193,11152,63,0.1140,136.0020
1194,11152,63,0.1140,136.1160
1195,11152,63,0.1140,136.2300
1196,11152,63,0.1140,136.3440
1197,11152,63,0.1140,136.4580
1198,11215,63,0.1140,136.5720
1199,11215,63,0.1140,136.6860
1200,11215,63,0.1140,136.8000
1201,11215,63,0.1140,136.9140
1202,11215,63,0.1140,137.0280
1203,11215,63,0.1140,137.1420
1204,11215,63,0.1140,137.2560
1205,11278,63,0.1140,137.3700
1206,11278,63,0.1140,137.4840
1207,11278,63,0.1140,137.5980
1208,11278,63,0.1140,137.7120
1209,11278,63,0.1140,137.8260
1210,11278,63,0.1140,137.9400
1211,11278,63,0.1140,138.0540
1212,11341,63,0.1140,138.1680
1213,11341,63,0.1140,138.2820
1214,11341,63,0.1140,138.3960
1215,11341,63,0.1140,138.5100
1216,11341,63,0.1140,138.6240
1217,11341,63,0.1140,138.7380
1218,11341,63,0.1140,138.8520
1219,11404,63,0.1140,138.9660
1220,11404,63,0.1140,139.0800
1221,11404,63,0.1140,139.1940
1222,11404,63,0.1140,139.3080
1223,11404,63,0.1140,139.4220
1224,11404,63,0.1140,139.5360
1225,11404,63,0.1140,139.6500
1226,11467,63,0.1140,139.7640
1227,11467,63,0.1140,139.8780
1228,11467,63,0.1140,139.9920
1229,11467,63,0.1140,140.1060
1230,11467,63,0.1140,140.2200
1231,11467,63,0.1140,140.3340
1232,11467,63,0.1140,140.4480
1233,11530,63,0.1140,140.5620
1234,11530,63,0.1140,140.6760
1235,11530,63,0.1140,140.7900
1236,11530,63,0.1140,140.9040
1237,11530,63,0.1140,141.0180
1238,11530,63,0.1140,141.1320
1239,11530,63,0.1140,141.2460
1240,11593,63,0.1140,141.3600
1241,11593,63,0.1140,141.4740
1242,11593,63,0.1140,141.5880
1243,11593,63,0.1140,141.7020
1244,11593,63,0.1140,141.8160
1245,11593,63,0.1140,141.9300
1246,11593,63,0.1140,142.0440
1247,11656,63,0.1140,142.1580
1248,11656,63,0.1140,142.2720
1249,11656,63,0.1140,142.3860
1250,11656,63,0.1140,142.5000
1251,11656,63,0.1140,142.6140
1252,11656,63,0.1140,142.7280
1253,11656,63,0.1140,142.8420
1254,11719,63,0.1140,142.9560
1255,11719,63,0.1140,143.0700
1256,11719,63,0.1140,143.1840
1257,11719,63,0.1140,143.2980
1258,11719,63,0.1140,143.4120
1259,11719,63,0.1140,143.5260
1260,11719,63,0.1140,143.6400
1261,11782,63,0.1140,143.7540
1262,11782,63,0.1140,143.8680
1263,11782,63,0.1140,143.9820
1264,11782,63,0.1140,144.0960
1265,11782,63,0.1140,144.2100
1266,11782,63,0.1140,144.3240
1267,11782,63,0.1140,144.4380
1268,11845,63,0.1140,144.5520
1269,11845,63,0.1140,144.6660
1270,11845,63,0.1140,144.7800
1271,11845,63,0.1140,144.8940
1272,11845,63,0.1140,145.0080
1273,11845,63,0.1140,145.1220
1274,11845,63,0.1140,145.2360
1275,11908,63,0.1140,145.3500
1276,11908,63,0.1140,145.4640
1277,11908,63,0.1140,145.5780
1278,11908,63,0.1140,145.6920
1279,11908,63,0.1140,145.8060
1280,11908,63,0.1140,145.9200
1281,11908,63,0.1140,146.0340
1282,11971,63,0.1140,146.1480
1283,11971,63,0.1140,146.2620
1284,11971,63,0.1140,146.3760
1285,11971,63,0.1140,146.4900
1286,11971,63,0.1140,146.6040
1287,11971,63,0.1140,146.7180
1288,11971,63,0.1140,146.8320
1289,12034,63,0.1140,146.9460
1290,12034,63,0.1140,147.0600
1291,12034,63,0.1140,147.1740
1292,12034,63,0.1140,147.2880
1293,12034,63,0.1140,147.4020
1294,12034,63,0.1140,147.5160
1295,12034,63,0.1140,147.6300
1296,12097,63,0.1140,147.7440
1297,12097,63,0.1140,147.8580
1298,12097,63,0.1140,147.9720
1299,12097,63,0.1140,148.0860
1300,12097,63,0.1140,148.2000
1301,12097,63,0.1140,148.3140
1302,12097,63,0.1140,148.4280
1303,12160,63,0.1140,148.5420
1304,12160,63,0.1140,148.6560
1305,12160,63,0.1140,148.7700
1306,12160,63,0.1140,148.8840
1307,12160,63,0.1140,148.9980
1308,12160,63,0.1140,149.1120
1309,12160,63,0.1140,149.2260
1310,12223,63,0.1140,149.3400
1311,12223,63,0.1140,149.4540
1312,12223,63,0.1140,149.5680
1313,12223,63,0.1140,149.6820
1314,12223,63,0.1140,149.7960
1315,12223,63,0.1140,149.9100
1316,12223,63,0.1140,150.0240
1317,12286,63,0.1140,150.1380
1318,12286,63,0.1140,150.2520
1319,12286,63,0.1140,150.3660
1320,12286,63,0.1140,150.4800
1321,12286,63,0.1140,150.5940
1322,12286,63,0.1140,150.7080
1323,12286,63,0.1140,150.8220
1324,12349,63,0.1140,150.9360
1325,12349,63,0.1140,151.0500
1326,12349,63,0.1140,151.1640
1327,12349,63,0.1140,151.2780
1328,12349,63,0.1140,151.3920
1329,12349,63,0.1140,151.5060
1330,12349,63,0.1140,151.6200
1331,12412,63,0.1140,151.7340
1332,12412,63,0.1140,151.8480
1333,12412,63,0.1140,151.9620
1334,12412,63,0.1140,152.0760
1335,12412,63,0.1140,152.1900
1336,12412,63,0.1140,152.3040
1337,12412,63,0.1140,152.4180
1338,12475,63,0.1140,152.5320
1339,12475,63,0.1140,152.6460
1340,12475,63,0.1140,152.7600
1341,12475,63,0.1140,152.8740
1342,12475,63,0.1140,152.9880
1343,12475,63,0.1140,153.1020
1344,12475,63,0.1140,153.2160
1345,12538,63,0.1140,153.3300
1346,12538,63,0.1140,153.4440
1347,12538,63,0.1140,153.5580
1348,12538,63,0.1140,153.6720
1349,12538,63,0.1140,153.7860
1350,12538,63,0.1140,153.9000
1351,12538,63,0.1140,154.0140
1352,12601,63,0.1140,154.1280
1353,12601,63,0.1140,154.2420
1354,12601,63,0.1140,154.3560
1355,12601,63,0.1140,154.4700
1356,12601,63,0.1140,154.5840
1357,12601,63,0.1140,154.6980
1358,12601,63,0.1140,154.8120
1359,12664,63,0.1140,154.9260
1360,12664,63,0.1140,155.0400
1361,12664,63,0.1140,155.1540
1362,12664,63,0.1140,155.2680
1363,12664,63,0.1140,155.3820
1364,12664,63,0.1140,155.4960
1365,12664,63,0.1140,155.6100
1366,12727,63,0.1140,155.7240
1367,12727,63,0.1140,155.8380
1368,12727,63,0.1140,155.9520
1369,12727,63,0.1140,156.0660
1370,12727,63,0.1140,156.1800
1371,12727,63,0.1140,156.2940
1372,12727,63,0.1140,156.4080
1373,12790,63,0.1140,156.5220
1374,12790,63,0.1140,156.6360
1375,12790,63,0.1140,156.7500
1376,12790,63,0.1140,156.8640
1377,12790,63,0.1140,156.9780
1378,12790,63,0.1140,157.0920
1379,12790,63,0.1140,157.2060
1380,12853,63,0.1140,157.3200
1381,12853,63,0.1140,157.4340
1382,12853,63,0.1140,157.5480
1383,12853,63,0.1140,157.6620
1384,12853,63,0.1140,157.7760
1385,12853,63,0.1140,157.8900
1386,12853,63,0.1140,158.0040
1387,12916,63,0.1140,158.1180
1388,12916,63,0.1140,158.2320
1389,12916,63,0.1140,158.3460
1390,12916,63,0.1140,158.4600
1391,12916,63,0.1140,158.5740
1392,12916,63,0.1140,158.6880
1393,12916,63,0.1140,158.8020
1394,12979,63,0.1140,158.9160
1395,12979,63,0.1140,159.0300
1396,12979,63,0.1140,159.1440
1397,12979,63,0.1140,159.2580
1398,12979,63,0.1140,159.3720
1399,12979,63,0.1140,159.4860
1400,12979,63,0.1140,159.6000
1401,13042,63,0.1140,159.7140
1402,13042,63,0.1140,159.8280
1403,13042,63,0.1140,159.9420
1404,13042,63,0.1140,160.0560
1405,13042,63,0.1140,160.1700
1406,13042,63,0.1140,160.2840
1407,13042,63,0.1140,160.3980
1408,13105,63,0.1140,160.5120
1409,13105,63,0.1140,160.6260
1410,13105,63,0.1140,160.7400
1411,13105,63,0.1140,160.8540
1412,13105,63,0.1140,160.9680
1413,13105,63,0.1140,161.0820
1414,13105,63,0.1140,161.1960
1415,13168,63,0.1140,161.3100
1416,13168,63,0.1140,161.4240
1417,13168,63,0.1140,161.5380
1418,13168,63,0.1140,161.6520
1419,13168,63,0.1140,161.7660
1420,13168,63,0.1140,161.8800
1421,13168,63,0.1140,161.9940
1422,13231,63,0.1140,162.1080
1423,13231,63,0.1140,162.2220
1424,13231,63,0.1140,162.3360
1425,13231,63,0.1140,162.4500
1426,13231,63,0.1140,162.5640
1427,13231,63,0.1140,162.6780
1428,13231,63,0.1140,162.7920
1429,13294,63,0.1140,162.9060
1430,13294,63,0.1140,163.0200
1431,13294,63,0.1140,163.1340
1432,13294,63,0.1140,163.2480
1433,13294,63,0.1140,163.3620
1434,13294,63,0.1140,163.4760
1435,13294,63,0.1140,163.5900
1436,13357,63,0.1140,163.7040
1437,13357,63,0.1140,163.8180
1438,13357,63,0.1140,163.9320
1439,13357,63,0.1140,164.0460
1440,13357,63,0.1140,164.1600
1441,13357,63,0.1140,164.2740
1442,13357,63,0.1140,164.3880
1443,13420,63,0.1140,164.5020
1444,13420,63,0.1140,164.6160
1445,13420,63,0.1140,164.7300
1446,13420,63,0.1140,164.8440
1447,13420,63,0.1140,164.9580
1448,13420,63,0.1140,165.0720
1449,13420,63,0.1140,165.1860
1450,13483,63,0.1140,165.3000
1451,13483,63,0.1140,165.4140
1452,13483,63,0.1140,165.5280
1453,13483,63,0.1140,165.6420
1454,13483,63,0.1140,165.7560
1455,13483,63,0.1140,165.8700
1456,13483,63,0.1140,165.9840
1457,13546,63,0.1140,166.0980
1458,13546,63,0.1140,166.2120
1459,13546,63,0.1140,166.3260
1460,13546,63,0.1140,166.4400
1461,13546,63,0.1140,166.5540
1462,13546,63,0.1140,166.6680
1463,13546,63,0.1140,166.7820
1464,13609,63,0.1140,166.8960
1465,13609,63,0.1140,167.0100
1466,13609,63,0.1140,167.1240
1467,13609,63,0.1140,167.2380
1468,13609,63,0.1140,167.3520
1469,13609,63,0.1140,167.4660
1470,13609,63,0.1140,167.5800
1471,13672,63,0.1140,167.6940
1472,13672,63,0.1140,167.8080
1473,13672,63,0.1140,167.9220
1474,13672,63,0.1140,168.0360
1475,13672,63,0.1140,168.1500
1476,13672,63,0.1140,168.2640
1477,13672,63,0.1140,168.3780
1478,13735,63,0.1140,168.4920
1479,13735,63,0.1140,168.6060
1480,13735,63,0.1140,168.7200
1481,13735,63,0.1140,168.8340
1482,13735,63,0.1140,168.9480
1483,13735,63,0.1140,169.0620
1484,13735,63,0.1140,169.1760
1485,13798,63,0.1140,169.2900
1486,13798,63,0.1140,169.4040
1487,13798,63,0.1140,169.5180
1488,13798,63,0.1140,169.6320
1489,13798,63,0.1140,169.7460
1490,13798,63,0.1140,169.8600
1491,13798,63,0.1140,169.9740
1492,13861,63,0.1140,170.0880
1493,13861,63,0.1140,170.2020
1494,13861,63,0.1140,170.3160
1495,13861,63,0.1140,170.4300
1496,13861,63,0.1140,170.5440
1497,13861,63,0.1140,170.6580
1498,13861,63,0.1140,170.7720
1499,13924,63,0.1140,170.8860
1500,13924,63,0.1140,171.0000
1501,13924,63,0.1140,171.1140
1502,13924,63,0.1140,171.2280
1503,13924,63,0.1140,171.3420
1504,13924,63,0.1140,171.4560
1505,13924,63,0.1140,171.5700
1506,13987,63,0.1140,171.6840
1507,13987,63,0.1140,171.7980
1508,13987,63,0.1140,171.9120
1509,13987,63,0.1140,172.0260
1510,13987,63,0.1140,172.1400
1511,13987,63,0.1140,172.2540
1512,13987,63,0.1140,172.3680
1513,14050,63,0.1140,172.4820
1514,14050,63,0.1140,172.5960
1515,14050,63,0.1140,172.7100
1516,14050,63,0.1140,172.8240
1517,14050,63,0.1140,172.9380
1518,14050,63,0.1140,173.0520
1519,14050,63,0.1140,173.1660
1520,14113,63,0.1140,173.2800
1521,14113,63,0.1140,173.3940
1522,14113,63,0.1140,173.5080
1523,14113,63,0.1140,173.6220
1524,14113,63,0.1140,173.7360
1525,14113,63,0.1140,173.8500
1526,14113,63,0.1140,173.9640
1527,14176,63,0.1140,174.0780
1528,14176,63,0.1140,174.1920
1529,14176,63,0.1140,174.3060
1530,14176,63,0.1140,174.4200
1531,14176,63,0.1140,174.5340
1532,14176,63,0.1140,174.6480
1533,14176,63,0.1140,174.7620
1534,14239,63,0.1140,174.8760
1535,14239,63,0.1140,174.9900
1536,14239,63,0.1140,175.1040
1537,14239,63,0.1140,175.2180
1538,14239,63,0.1140,175.3320
1539,14239,63,0.1140,175.4460
1540,14239,63,0.1140,175.5600
1541,14302,63,0.1140,175.6740
1542,14302,63,0.1140,175.7880
1543,14302,63,0.1140,175.9020
1544,14302,63,0.1140,176.0160
1545,14302,63,0.1140,176.1300
1546,14302,63,0.1140,176.2440
1547,14302,63,0.1140,176.3580
1548,14365,63,0.1140,176.4720
1549,14365,63,0.1140,176.5860
1550,14365,63,0.1140,176.7000
1551,14365,63,0.1140,176.8140
1552,14365,63,0.1140,176.9280
1553,14365,63,0.1140,177.0420
1554,14365,63,0.1140,177.1560
1555,14428,63,0.1140,177.2700
1556,14428,63,0.1140,177.3840
1557,14428,63,0.1140,177.4980
1558,14428,63,0.1140,177.6120
1559,14428,63,0.1140,177.7260
1560,14428,63,0.1140,177.8400
1561,14428,63,0.1140,177.9540
1562,14491,63,0.1140,178.0680
1563,14491,63,0.1140,178.1820
1564,14491,63,0.1140,178.2960
1565,14491,63,0.1140,178.4100
1566,14491,63,0.1140,178.5240
1567,14491,63,0.1140,178.6380
1568,14491,63,0.1140,178.7520
1569,14554,63,0.1140,178.8660
1570,14554,63,0.1140,178.9800
1571,14554,63,0.1140,179.0940
1572,14554,63,0.1140,179.2080
1573,14554,63,0.1140,179.3220
1574,14554,63,0.1140,179.4360
1575,14554,63,0.1140,179.5500
1576,14617,63,0.1140,179.6640
1577,14617,63,0.1140,179.7780
1578,14617,63,0.1140,179.8920
1579,14617,63,0.1140,180.0060
1580,14617,63,0.1140,180.1200
1581,14617,63,0.1140,180.2340
1582,14617,63,0.1140,180.3480
1583,14680,63,0.1140,180.4620
1584,14680,63,0.1140,180.5760
1585,14680,63,0.1140,180.6900
1586,14680,63,0.1140,180.8040
1587,14680,63,0.1140,180.9180
1588,14680,63,0.1140,181.0320
1589,14680,63,0.1140,181.1460
1590,14743,63,0.1140,181.2600
1591,14743,63,0.1140,181.3740
1592,14743,63,0.1140,181.4880
1593,14743,63,0.1140,181.6020
1594,14743,63,0.1140,181.7160
1595,14743,63,0.1140,181.8300
1596,14743,63,0.1140,181.9440
1597,14806,63,0.1140,182.0580
1598,14806,63,0.1140,182.1720
1599,14806,63,0.1140,182.2860
1600,14806,63,0.1140,182.4000
1601,14806,63,0.1140,182.5140
1602,14806,63,0.1140,182.6280
1603,14806,63,0.1140,182.7420
1604,14869,63,0.1140,182.8560
1605,14869,63,0.1140,182.9700
1606,14869,63,0.1140,183.0840
1607,14869,63,0.1140,183.1980
