time,success_cloudlets,pending_cloudlets,power_kW,c_power
1608,14869,63,0.1140,183.3120
1609,14869,63,0.1140,183.4260
1610,14869,63,0.1140,183.5400
1611,14932,63,0.1140,183.6540
1612,14932,63,0.1140,183.7680
1613,14932,63,0.1140,183.8820
1614,14932,63,0.1140,183.9960
1615,14932,63,0.1140,184.1100
1616,14932,63,0.1140,184.2240
1617,14932,63,0.1140,184.3380
1618,14995,63,0.1140,184.4520
1619,14995,63,0.1140,184.5660
1620,14995,63,0.1140,184.6800
1621,14995,63,0.1140,184.7940
1622,14995,63,0.1140,184.9080
1623,14995,63,0.1140,185.0220
1624,14995,63,0.1140,185.1360
1625,15058,63,0.1140,185.2500
1626,15058,63,0.1140,185.3640
1627,15058,63,0.1140,185.4780
1628,15058,63,0.1140,185.5920
1629,15058,63,0.1140,185.7060
1630,15058,63,0.1140,185.8200
1631,15058,63,0.1140,185.9340
1632,15121,63,0.1140,186.0480
1633,15121,63,0.1140,186.1620
1634,15121,63,0.1140,186.2760
1635,15121,63,0.1140,186.3900
1636,15121,63,0.1140,186.5040
1637,15121,63,0.1140,186.6180
1638,15121,63,0.1140,186.7320
1639,15184,63,0.1140,186.8460
1640,15184,63,0.1140,186.9600
1641,15184,63,0.1140,187.0740
1642,15184,63,0.1140,187.1880
1643,15184,63,0.1140,187.3020
1644,15184,63,0.1140,187.4160
1645,15184,63,0.1140,187.5300
1646,15247,63,0.1140,187.6440
1647,15247,63,0.1140,187.7580
1648,15247,63,0.1140,187.8720
1649,15247,63,0.1140,187.9860
1650,15247,63,0.1140,188.1000
1651,15247,63,0.1140,188.2140
1652,15247,63,0.1140,188.3280
1653,15310,63,0.1140,188.4420
1654,15310,63,0.1140,188.5560
1655,15310,63,0.1140,188.6700
1656,15310,63,0.1140,188.7840
1657,15310,63,0.1140,188.8980
1658,15310,63,0.1140,189.0120
1659,15310,63,0.1140,189.1260
1660,15373,63,0.1140,189.2400
1661,15373,63,0.1140,189.3540
1662,15373,63,0.1140,189.4680
1663,15373,63,0.1140,189.5820
1664,15373,63,0.1140,189.6960
1665,15373,63,0.1140,189.8100
1666,15436,63,0.1140,189.9240
1667,15436,63,0.1140,190.0380
1668,15436,63,0.1140,190.1520
1669,15436,63,0.1140,190.2660
1670,15436,63,0.1140,190.3800
1671,15436,63,0.1140,190.4940
1672,15436,63,0.1140,190.6080
1673,15499,63,0.1140,190.7220
1674,15499,63,0.1140,190.8360
1675,15499,63,0.1140,190.9500
1676,15499,63,0.1140,191.0640
1677,15499,63,0.1140,191.1780
1678,15499,63,0.1140,191.2920
1679,15562,63,0.1140,191.4060
1680,15562,63,0.1140,191.5200
1681,15562,63,0.1140,191.6340
1682,15562,63,0.1140,191.7480
1683,15562,63,0.1140,191.8620
1684,15562,63,0.1140,191.9760
1685,15562,63,0.1140,192.0900
1686,15625,63,0.1140,192.2040
1687,15625,63,0.1140,192.3180
1688,15625,63,0.1140,192.4320
1689,15625,63,0.1140,192.5460
1690,15625,63,0.1140,192.6600
1691,15625,63,0.1140,192.7740
1692,15625,63,0.1140,192.8880
1693,15688,63,0.1140,193.0020
1694,15688,63,0.1140,193.1160
1695,15688,63,0.1140,193.2300
1696,15688,63,0.1140,193.3440
1697,15688,63,0.1140,193.4580
1698,15688,63,0.1140,193.5720
1699,15751,63,0.1140,193.6860
1700,15751,63,0.1140,193.8000
1701,15751,63,0.1140,193.9140
1702,15751,63,0.1140,194.0280
1703,15751,63,0.1140,194.1420
1704,15751,63,0.1140,194.2560
1705,15751,63,0.1140,194.3700
1706,15814,63,0.1140,194.4840
1707,15814,63,0.1140,194.5980
1708,15814,63,0.1140,194.7120
1709,15814,63,0.1140,194.8260
1710,15814,63,0.1140,194.9400
1711,15814,63,0.1140,195.0540
1712,15877,63,0.1140,195.1680
1713,15877,63,0.1140,195.2820
1714,15877,63,0.1140,195.3960
1715,15877,63,0.1140,195.5100
1716,15877,63,0.1140,195.6240
1717,15877,63,0.1140,195.7380
1718,15877,63,0.1140,195.8520
1719,15940,63,0.1140,195.9660
1720,15940,63,0.1140,196.0800
1721,15940,63,0.1140,196.1940
1722,15940,63,0.1140,196.3080
1723,15940,63,0.1140,196.4220
1724,15940,63,0.1140,196.5360
1725,15940,63,0.1140,196.6500
1726,16003,63,0.1140,196.7640
1727,16003,63,0.1140,196.8780
1728,16003,63,0.1140,196.9920
1729,16003,63,0.1140,197.1060
1730,16003,63,0.1140,197.2200
1731,16003,63,0.1140,197.3340
1732,16003,63,0.1140,197.4480
1733,16066,63,0.1140,197.5620
1734,16066,63,0.1140,197.6760
1735,16066,63,0.1140,197.7900
1736,16066,63,0.1140,197.9040
1737,16066,63,0.1140,198.0180
1738,16066,63,0.1140,198.1320
1739,16129,63,0.1140,198.2460
1740,16129,63,0.1140,198.3600
1741,16129,63,0.1140,198.4740
1742,16129,63,0.1140,198.5880
1743,16129,63,0.1140,198.7020
1744,16129,63,0.1140,198.8160
1745,16129,63,0.1140,198.9300
1746,16192,63,0.1140,199.0440
1747,16192,63,0.1140,199.1580
1748,16192,63,0.1140,199.2720
1749,16192,63,0.1140,199.3860
1750,16192,63,0.1140,199.5000
1751,16192,63,0.1140,199.6140
1752,16255,63,0.1140,199.7280
1753,16255,63,0.1140,199.8420
1754,16255,63,0.1140,199.9560
1755,16255,63,0.1140,200.0700
1756,16255,63,0.1140,200.1840
1757,16255,63,0.1140,200.2980
1758,16255,63,0.1140,200.4120
1759,16318,63,0.1140,200.5260
1760,16318,63,0.1140,200.6400
1761,16318,63,0.1140,200.7540
1762,16318,63,0.1140,200.8680
1763,16318,63,0.1140,200.9820
1764,16318,63,0.1140,201.0960
1765,16318,63,0.1140,201.2100
1766,16381,63,0.1140,201.3240
1767,16381,63,0.1140,201.4380
1768,16381,63,0.1140,201.5520
1769,16381,63,0.1140,201.6660
1770,16381,63,0.1140,201.7800
1771,16381,63,0.1140,201.8940
1772,16381,63,0.1140,202.0080
1773,16444,63,0.1140,202.1220
1774,16444,63,0.1140,202.2360
1775,16444,63,0.1140,202.3500
1776,16444,63,0.1140,202.4640
1777,16444,63,0.1140,202.5780
1778,16444,63,0.1140,202.6920
1779,16507,63,0.1140,202.8060
1780,16507,63,0.1140,202.9200
1781,16507,63,0.1140,203.0340
1782,16507,63,0.1140,203.1480
1783,16507,63,0.1140,203.2620
1784,16507,63,0.1140,203.3760
1785,16507,63,0.1140,203.4900
1786,16570,63,0.1140,203.6040
1787,16570,63,0.1140,203.7180
1788,16570,63,0.1140,203.8320
1789,16570,63,0.1140,203.9460
1790,16570,63,0.1140,204.0600
1791,16570,63,0.1140,204.1740
1792,16633,63,0.1140,204.2880
1793,16633,63,0.1140,204.4020
1794,16633,63,0.1140,204.5160
1795,16633,63,0.1140,204.6300
1796,16633,63,0.1140,204.7440
1797,16633,63,0.1140,204.8580
1798,16633,63,0.1140,204.9720
1799,16696,63,0.1140,205.0860
1800,16696,63,0.1140,205.2000
1801,16696,63,0.1140,205.3140
1802,16696,63,0.1140,205.4280
1803,16696,63,0.1140,205.5420
1804,16696,63,0.1140,205.6560
1805,16696,63,0.1140,205.7700
1806,16759,63,0.1140,205.8840
1807,16759,63,0.1140,205.9980
1808,16759,63,0.1140,206.1120
1809,16759,63,0.1140,206.2260
1810,16759,63,0.1140,206.3400
1811,16759,63,0.1140,206.4540
1812,16759,63,0.1140,206.5680
1813,16822,63,0.1140,206.6820
1814,16822,63,0.1140,206.7960
1815,16822,63,0.1140,206.9100
1816,16822,63,0.1140,207.0240
1817,16822,63,0.1140,207.1380
1818,16822,63,0.1140,207.2520
1819,16885,63,0.1140,207.3660
1820,16885,63,0.1140,207.4800
1821,16885,63,0.1140,207.5940
1822,16885,63,0.1140,207.7080
1823,16885,63,0.1140,207.8220
1824,16885,63,0.1140,207.9360
1825,16885,63,0.1140,208.0500
1826,16948,63,0.1140,208.1640
1827,16948,63,0.1140,208.2780
1828,16948,63,0.1140,208.3920
1829,16948,63,0.1140,208.5060
1830,16948,63,0.1140,208.6200
1831,16948,63,0.1140,208.7340
1832,17011,63,0.1140,208.8480
1833,17011,63,0.1140,208.9620
1834,17011,63,0.1140,209.0760
1835,17011,63,0.1140,209.1900
1836,17011,63,0.1140,209.3040
1837,17011,63,0.1140,209.4180
1838,17011,63,0.1140,209.5320
1839,17074,63,0.1140,209.6460
1840,17074,63,0.1140,209.7600
1841,17074,63,0.1140,209.8740
1842,17074,63,0.1140,209.9880
1843,17074,63,0.1140,210.1020
1844,17074,63,0.1140,210.2160
1845,17074,63,0.1140,210.3300
1846,17137,63,0.1140,210.4440
1847,17137,63,0.1140,210.5580
1848,17137,63,0.1140,210.6720
1849,17137,63,0.1140,210.7860
1850,17137,63,0.1140,210.9000
1851,17137,63,0.1140,211.0140
1852,17137,63,0.1140,211.1280
1853,17200,63,0.1140,211.2420
1854,17200,63,0.1140,211.3560
1855,17200,63,0.1140,211.4700
1856,17200,63,0.1140,211.5840
1857,17200,63,0.1140,211.6980
1858,17200,63,0.1140,211.8120
1859,17263,63,0.1140,211.9260
1860,17263,63,0.1140,212.0400
1861,17263,63,0.1140,212.1540
1862,17263,63,0.1140,212.2680
1863,17263,63,0.1140,212.3820
1864,17263,63,0.1140,212.4960
1865,17263,63,0.1140,212.6100
1866,17326,63,0.1140,212.7240
1867,17326,63,0.1140,212.8380
1868,17326,63,0.1140,212.9520
1869,17326,63,0.1140,213.0660
1870,17326,63,0.1140,213.1800
1871,17326,63,0.1140,213.2940
1872,17389,63,0.1140,213.4080
1873,17389,63,0.1140,213.5220
1874,17389,63,0.1140,213.6360
1875,17389,63,0.1140,213.7500
1876,17389,63,0.1140,213.8640
1877,17389,63,0.1140,213.9780
1878,17389,63,0.1140,214.0920
1879,17452,63,0.1140,214.2060
1880,17452,63,0.1140,214.3200
1881,17452,63,0.1140,214.4340
1882,17452,63,0.1140,214.5480
1883,17452,63,0.1140,214.6620
1884,17452,63,0.1140,214.7760
1885,17452,63,0.1140,214.8900
1886,17515,63,0.1140,215.0040
1887,17515,63,0.1140,215.1180
1888,17515,63,0.1140,215.2320
1889,17515,63,0.1140,215.3460
1890,17515,63,0.1140,215.4600
1891,17515,63,0.1140,215.5740
1892,17515,63,0.1140,215.6880
1893,17578,63,0.1140,215.8020
1894,17578,63,0.1140,215.9160
1895,17578,63,0.1140,216.0300
1896,17578,63,0.1140,216.1440
1897,17578,63,0.1140,216.2580
1898,17578,63,0.1140,216.3720
1899,17641,63,0.1140,216.4860
1900,17641,63,0.1140,216.6000
1901,17641,63,0.1140,216.7140
1902,17641,63,0.1140,216.8280
1903,17641,63,0.1140,216.9420
1904,17641,63,0.1140,217.0560
1905,17641,63,0.1140,217.1700
1906,17704,63,0.1140,217.2840
1907,17704,63,0.1140,217.3980
1908,17704,63,0.1140,217.5120
1909,17704,63,0.1140,217.6260
1910,17704,63,0.1140,217.7400
1911,17704,63,0.1140,217.8540
1912,17767,63,0.1140,217.9680
1913,17767,63,0.1140,218.0820
1914,17767,63,0.1140,218.1960
1915,17767,63,0.1140,218.3100
1916,17767,63,0.1140,218.4240
1917,17767,63,0.1140,218.5380
1918,17767,63,0.1140,218.6520
1919,17830,63,0.1140,218.7660
1920,17830,63,0.1140,218.8800
1921,17830,63,0.1140,218.9940
1922,17830,63,0.1140,219.1080
1923,17830,63,0.1140,219.2220
1924,17830,63,0.1140,219.3360
1925,17830,63,0.1140,219.4500
1926,17893,63,0.1140,219.5640
1927,17893,63,0.1140,219.6780
1928,17893,63,0.1140,219.7920
1929,17893,63,0.1140,219.9060
1930,17893,63,0.1140,220.0200
1931,17893,63,0.1140,220.1340
1932,17893,63,0.1140,220.2480
1933,17956,63,0.1140,220.3620
1934,17956,63,0.1140,220.4760
1935,17956,63,0.1140,220.5900
1936,17956,63,0.1140,220.7040
1937,17956,63,0.1140,220.8180
1938,17956,63,0.1140,220.9320
1939,18019,63,0.1140,221.0460
1940,18019,63,0.1140,221.1600
1941,18019,63,0.1140,221.2740
1942,18019,63,0.1140,221.3880
1943,18019,63,0.1140,221.5020
1944,18019,63,0.1140,221.6160
1945,18019,63,0.1140,221.7300
1946,18082,63,0.1140,221.8440
1947,18082,63,0.1140,221.9580
1948,18082,63,0.1140,222.0720
1949,18082,63,0.1140,222.1860
1950,18082,63,0.1140,222.3000
1951,18082,63,0.1140,222.4140
1952,18145,63,0.1140,222.5280
1953,18145,63,0.1140,222.6420
1954,18145,63,0.1140,222.7560
1955,18145,63,0.1140,222.8700
1956,18145,63,0.1140,222.9840
1957,18145,63,0.1140,223.0980
1958,18145,63,0.1140,223.2120
1959,18208,63,0.1140,223.3260
1960,18208,63,0.1140,223.4400
1961,18208,63,0.1140,223.5540
1962,18208,63,0.1140,223.6680
1963,18208,63,0.1140,223.7820
1964,18208,63,0.1140,223.8960
1965,18208,63,0.1140,224.0100
1966,18271,63,0.1140,224.1240
1967,18271,63,0.1140,224.2380
1968,18271,63,0.1140,224.3520
1969,18271,63,0.1140,224.4660
1970,18271,63,0.1140,224.5800
1971,18271,63,0.1140,224.6940
1972,18271,63,0.1140,224.8080
1973,18334,63,0.1140,224.9220
1974,18334,63,0.1140,225.0360
1975,18334,63,0.1140,225.1500
1976,18334,63,0.1140,225.2640
1977,18334,63,0.1140,225.3780
1978,18334,63,0.1140,225.4920
1979,18397,63,0.1140,225.6060
1980,18397,63,0.1140,225.7200
1981,18397,63,0.1140,225.8340
1982,18397,63,0.1140,225.9480
1983,18397,63,0.1140,226.0620
1984,18397,63,0.1140,226.1760
1985,18397,63,0.1140,226.2900
1986,18460,63,0.1140,226.4040
1987,18460,63,0.1140,226.5180
1988,18460,63,0.1140,226.6320
1989,18460,63,0.1140,226.7460
1990,18460,63,0.1140,226.8600
1991,18460,63,0.1140,226.9740
1992,18523,63,0.1140,227.0880
1993,18523,63,0.1140,227.2020
1994,18523,63,0.1140,227.3160
1995,18523,63,0.1140,227.4300
1996,18523,63,0.1140,227.5440
1997,18523,63,0.1140,227.6580
1998,18523,63,0.1140,227.7720
1999,18586,63,0.1140,227.8860
2000,18586,63,0.1140,228.0000
2001,18586,63,0.1140,228.1140
2002,18586,63,0.1140,228.2280
2003,18586,63,0.1140,228.3420
2004,18586,63,0.1140,228.4560
2005,18586,63,0.1140,228.5700
2006,18649,63,0.1140,228.6840
2007,18649,63,0.1140,228.7980
2008,18649,63,0.1140,228.9120
2009,18649,63,0.1140,229.0260
2010,18649,63,0.1140,229.1400
2011,18649,63,0.1140,229.2540
2012,18649,63,0.1140,229.3680
2013,18712,63,0.1140,229.4820
2014,18712,63,0.1140,229.5960
2015,18712,63,0.1140,229.7100
2016,18712,63,0.1140,229.8240
2017,18712,63,0.1140,229.9380
2018,18712,63,0.1140,230.0520
2019,18775,63,0.1140,230.1660
2020,18775,63,0.1140,230.2800
2021,18775,63,0.1140,230.3940
2022,18775,63,0.1140,230.5080
2023,18775,63,0.1140,230.6220
2024,18775,63,0.1140,230.7360
2025,18775,63,0.1140,230.8500
2026,18838,63,0.1140,230.9640
2027,18838,63,0.1140,231.0780
2028,18838,63,0.1140,231.1920
2029,18838,63,0.1140,231.3060
2030,18838,63,0.1140,231.4200
2031,18838,63,0.1140,231.5340
2032,18901,63,0.1140,231.6480
2033,18901,63,0.1140,231.7620
2034,18901,63,0.1140,231.8760
2035,18901,63,0.1140,231.9900
2036,18901,63,0.1140,232.1040
2037,18901,63,0.1140,232.2180
2038,18901,63,0.1140,232.3320
2039,18964,63,0.1140,232.4460
2040,18964,63,0.1140,232.5600
2041,18964,63,0.1140,232.6740
2042,18964,63,0.1140,232.7880
2043,18964,63,0.1140,232.9020
2044,18964,63,0.1140,233.0160
2045,18964,63,0.1140,233.1300
2046,19027,63,0.1140,233.2440
2047,19027,63,0.1140,233.3580
2048,19027,63,0.1140,233.4720
2049,19027,63,0.1140,233.5860
2050,19027,63,0.1140,233.7000
2051,19027,63,0.1140,233.8140
2052,19027,63,0.1140,233.9280
2053,19090,63,0.1140,234.0420
2054,19090,63,0.1140,234.1560
2055,19090,63,0.1140,234.2700
2056,19090,63,0.1140,234.3840
2057,19090,63,0.1140,234.4980
2058,19090,63,0.1140,234.6120
2059,19153,63,0.1140,234.7260
2060,19153,63,0.1140,234.8400
2061,19153,63,0.1140,234.9540
2062,19153,63,0.1140,235.0680
2063,19153,63,0.1140,235.1820
2064,19153,63,0.1140,235.2960
2065,19153,63,0.1140,235.4100
2066,19216,63,0.1140,235.5240
2067,19216,63,0.1140,235.6380
2068,19216,63,0.1140,235.7520
2069,19216,63,0.1140,235.8660
2070,19216,63,0.1140,235.9800
2071,19216,63,0.1140,236.0940
2072,19279,63,0.1140,236.2080
2073,19279,63,0.1140,236.3220
2074,19279,63,0.1140,236.4360
2075,19279,63,0.1140,236.5500
2076,19279,63,0.1140,236.6640
2077,19279,63,0.1140,236.7780
2078,19279,63,0.1140,236.8920
2079,19342,63,0.1140,237.0060
2080,19342,63,0.1140,237.1200
2081,19342,63,0.1140,237.2340
2082,19342,63,0.1140,237.3480
2083,19342,63,0.1140,237.4620
2084,19342,63,0.1140,237.5760
2085,19342,63,0.1140,237.6900
2086,19405,63,0.1140,237.8040
2087,19405,63,0.1140,237.9180
2088,19405,63,0.1140,238.0320
2089,19405,63,0.1140,238.1460
2090,19405,63,0.1140,238.2600
2091,19405,63,0.1140,238.3740
2092,19405,63,0.1140,238.4880
2093,19468,63,0.1140,238.6020
2094,19468,63,0.1140,238.7160
2095,19468,63,0.1140,238.8300
2096,19468,63,0.1140,238.9440
2097,19468,63,0.1140,239.0580
2098,19468,63,0.1140,239.1720
2099,19531,63,0.1140,239.2860
2100,19531,63,0.1140,239.4000
2101,19531,63,0.1140,239.5140
2102,19531,63,0.1140,239.6280
2103,19531,63,0.1140,239.7420
2104,19531,63,0.1140,239.8560
2105,19531,63,0.1140,239.9700
2106,19594,63,0.1140,240.0840
2107,19594,63,0.1140,240.1980
2108,19594,63,0.1140,240.3120
2109,19594,63,0.1140,240.4260
2110,19594,63,0.1140,240.5400
2111,19594,63,0.1140,240.6540
2112,19657,63,0.1140,240.7680
2113,19657,63,0.1140,240.8820
2114,19657,63,0.1140,240.9960
2115,19657,63,0.1140,241.1100
2116,19657,63,0.1140,241.2240
2117,19657,63,0.1140,241.3380
2118,19657,63,0.1140,241.4520
2119,19720,63,0.1140,241.5660
2120,19720,63,0.1140,241.6800
2121,19720,63,0.1140,241.7940
2122,19720,63,0.1140,241.9080
2123,19720,63,0.1140,242.0220
2124,19720,63,0.1140,242.1360
2125,19720,63,0.1140,242.2500
2126,19783,63,0.1140,242.3640
2127,19783,63,0.1140,242.4780
2128,19783,63,0.1140,242.5920
2129,19783,63,0.1140,242.7060
2130,19783,63,0.1140,242.8200
2131,19783,63,0.1140,242.9340
2132,19783,63,0.1140,243.0480
2133,19846,63,0.1140,243.1620
2134,19846,63,0.1140,243.2760
2135,19846,63,0.1140,243.3900
2136,19846,63,0.1140,243.5040
2137,19846,63,0.1140,243.6180
2138,19846,63,0.1140,243.7320
2139,19909,63,0.1140,243.8460
2140,19909,63,0.1140,243.9600
2141,19909,63,0.1140,244.0740
2142,19909,63,0.1140,244.1880
2143,19909,63,0.1140,244.3020
2144,19909,63,0.1140,244.4160
2145,19909,63,0.1140,244.5300
2146,19972,63,0.1140,244.6440
2147,19972,63,0.1140,244.7580
2148,19972,63,0.1140,244.8720
2149,19972,63,0.1140,244.9860
2150,19972,63,0.1140,245.1000
2151,19972,63,0.1140,245.2140
2152,20035,63,0.1140,245.3280
2153,20035,63,0.1140,245.4420
2154,20035,63,0.1140,245.5560
2155,20035,63,0.1140,245.6700
2156,20035,63,0.1140,245.7840
2157,20035,63,0.1140,245.8980
2158,20035,63,0.1140,246.0120
2159,20098,63,0.1140,246.1260
2160,20098,63,0.1140,246.2400
2161,20098,63,0.1140,246.3540
2162,20098,63,0.1140,246.4680
2163,20098,63,0.1140,246.5820
2164,20098,63,0.1140,246.6960
2165,20098,63,0.1140,246.8100
2166,20161,63,0.1140,246.9240
2167,20161,63,0.1140,247.0380
2168,20161,63,0.1140,247.1520
2169,20161,63,0.1140,247.2660
2170,20161,63,0.1140,247.3800
2171,20161,63,0.1140,247.4940
2172,20161,63,0.1140,247.6080
2173,20224,63,0.1140,247.7220
2174,20224,63,0.1140,247.8360
2175,20224,63,0.1140,247.9500
2176,20224,63,0.1140,248.0640
2177,20224,63,0.1140,248.1780
2178,20224,63,0.1140,248.2920
2179,20287,63,0.1140,248.4060
2180,20287,63,0.1140,248.5200
2181,20287,63,0.1140,248.6340
2182,20287,63,0.1140,248.7480
2183,20287,63,0.1140,248.8620
2184,20287,63,0.1140,248.9760
2185,20287,63,0.1140,249.0900
2186,20350,63,0.1140,249.2040
2187,20350,63,0.1140,249.3180
2188,20350,63,0.1140,249.4320
2189,20350,63,0.1140,249.5460
2190,20350,63,0.1140,249.6600
2191,20350,63,0.1140,249.7740
2192,20413,63,0.1140,249.8880
2193,20413,63,0.1140,250.0020
2194,20413,63,0.1140,250.1160
2195,20413,63,0.1140,250.2300
2196,20413,63,0.1140,250.3440
2197,20413,63,0.1140,250.4580
2198,20413,63,0.1140,250.5720
2199,20476,63,0.1140,250.6860
2200,20476,63,0.1140,250.8000
2201,20476,63,0.1140,250.9140
2202,20476,63,0.1140,251.0280
2203,20476,63,0.1140,251.1420
2204,20476,63,0.1140,251.2560
2205,20476,63,0.1140,251.3700
2206,20539,63,0.1140,251.4840
2207,20539,63,0.1140,251.5980
2208,20539,63,0.1140,251.7120
2209,20539,63,0.1140,251.8260
2210,20539,63,0.1140,251.9400
2211,20539,63,0.1140,252.0540
2212,20539,63,0.1140,252.1680
2213,20602,63,0.1140,252.2820
2214,20602,63,0.1140,252.3960
2215,20602,63,0.1140,252.5100
2216,20602,63,0.1140,252.6240
2217,20602,63,0.1140,252.7380
2218,20602,63,0.1140,252.8520
2219,20665,63,0.1140,252.9660
2220,20665,63,0.1140,253.0800
2221,20665,63,0.1140,253.1940
2222,20665,63,0.1140,253.3080
2223,20665,63,0.1140,253.4220
2224,20665,63,0.1140,253.5360
2225,20665,63,0.1140,253.6500
2226,20728,63,0.1140,253.7640
2227,20728,63,0.1140,253.8780
2228,20728,63,0.1140,253.9920
2229,20728,63,0.1140,254.1060
2230,20728,63,0.1140,254.2200
2231,20728,63,0.1140,254.3340
2232,20791,63,0.1140,254.4480
2233,20791,63,0.1140,254.5620
2234,20791,63,0.1140,254.6760
2235,20791,63,0.1140,254.7900
2236,20791,63,0.1140,254.9040
2237,20791,63,0.1140,255.0180
2238,20791,63,0.1140,255.1320
2239,20854,63,0.1140,255.2460
2240,20854,63,0.1140,255.3600
2241,20854,63,0.1140,255.4740
2242,20854,63,0.1140,255.5880
2243,20854,63,0.1140,255.7020
2244,20854,63,0.1140,255.8160
2245,20854,63,0.1140,255.9300
2246,20917,63,0.1140,256.0440
2247,20917,63,0.1140,256.1580
2248,20917,63,0.1140,256.2720
2249,20917,63,0.1140,256.3860
2250,20917,63,0.1140,256.5000
2251,20917,63,0.1140,256.6140
2252,20917,63,0.1140,256.7280
2253,20980,63,0.1140,256.8420
2254,20980,63,0.1140,256.9560
2255,20980,63,0.1140,257.0700
2256,20980,63,0.1140,257.1840
2257,20980,63,0.1140,257.2980
2258,20980,63,0.1140,257.4120
2259,21043,63,0.1140,257.5260
2260,21043,63,0.1140,257.6400
2261,21043,63,0.1140,257.7540
2262,21043,63,0.1140,257.8680
2263,21043,63,0.1140,257.9820
2264,21043,63,0.1140,258.0960
2265,21043,63,0.1140,258.2100
2266,21106,63,0.1140,258.3240
2267,21106,63,0.1140,258.4380
2268,21106,63,0.1140,258.5520
2269,21106,63,0.1140,258.6660
2270,21106,63,0.1140,258.7800
2271,21106,63,0.1140,258.8940
2272,21169,63,0.1140,259.0080
2273,21169,63,0.1140,259.1220
2274,21169,63,0.1140,259.2360
2275,21169,63,0.1140,259.3500
2276,21169,63,0.1140,259.4640
2277,21169,63,0.1140,259.5780
2278,21169,63,0.1140,259.6920
2279,21232,63,0.1140,259.8060
2280,21232,63,0.1140,259.9200
2281,21232,63,0.1140,260.0340
2282,21232,63,0.1140,260.1480
2283,21232,63,0.1140,260.2620
2284,21232,63,0.1140,260.3760
2285,21232,63,0.1140,260.4900
2286,21295,63,0.1140,260.6040
2287,21295,63,0.1140,260.7180
2288,21295,63,0.1140,260.8320
2289,21295,63,0.1140,260.9460
2290,21295,63,0.1140,261.0600
2291,21295,63,0.1140,261.1740
2292,21295,63,0.1140,261.2880
2293,21358,63,0.1140,261.4020
2294,21358,63,0.1140,261.5160
2295,21358,63,0.1140,261.6300
2296,21358,63,0.1140,261.7440
2297,21358,63,0.1140,261.8580
2298,21358,63,0.1140,261.9720
2299,21421,63,0.1140,262.0860
2300,21421,63,0.1140,262.2000
2301,21421,63,0.1140,262.3140
2302,21421,63,0.1140,262.4280
2303,21421,63,0.1140,262.5420
2304,21421,63,0.1140,262.6560
2305,21421,63,0.1140,262.7700
2306,21484,63,0.1140,262.8840
2307,21484,63,0.1140,262.9980
2308,21484,63,0.1140,263.1120
2309,21484,63,0.1140,263.2260
2310,21484,63,0.1140,263.3400
2311,21484,63,0.1140,263.4540
2312,21547,63,0.1140,263.5680
2313,21547,63,0.1140,263.6820
2314,21547,63,0.1140,263.7960
2315,21547,63,0.1140,263.9100
2316,21547,63,0.1140,264.0240
2317,21547,63,0.1140,264.1380
2318,21547,63,0.1140,264.2520
2319,21610,63,0.1140,264.3660
2320,21610,63,0.1140,264.4800
2321,21610,63,0.1140,264.5940
2322,21610,63,0.1140,264.7080
2323,21610,63,0.1140,264.8220
2324,21610,63,0.1140,264.9360
2325,21610,63,0.1140,265.0500
2326,21673,63,0.1140,265.1640
2327,21673,63,0.1140,265.2780
2328,21673,63,0.1140,265.3920
2329,21673,63,0.1140,265.5060
2330,21673,63,0.1140,265.6200
2331,21673,63,0.1140,265.7340
2332,21673,63,0.1140,265.8480
2333,21736,63,0.1140,265.9620
2334,21736,63,0.1140,266.0760
2335,21736,63,0.1140,266.1900
2336,21736,63,0.1140,266.3040
2337,21736,63,0.1140,266.4180
2338,21736,63,0.1140,266.5320
2339,21799,63,0.1140,266.6460
2340,21799,63,0.1140,266.7600
2341,21799,63,0.1140,266.8740
2342,21799,63,0.1140,266.9880
2343,21799,63,0.1140,267.1020
2344,21799,63,0.1140,267.2160
2345,21799,63,0.1140,267.3300
2346,21862,63,0.1140,267.4440
2347,21862,63,0.1140,267.5580
2348,21862,63,0.1140,267.6720
2349,21862,63,0.1140,267.7860
2350,21862,63,0.1140,267.9000
2351,21862,63,0.1140,268.0140
2352,21925,63,0.1140,268.1280
2353,21925,63,0.1140,268.2420
2354,21925,63,0.1140,268.3560
2355,21925,63,0.1140,268.4700
2356,21925,63,0.1140,268.5840
2357,21925,63,0.1140,268.6980
2358,21925,63,0.1140,268.8120
2359,21988,63,0.1140,268.9260
2360,21988,63,0.1140,269.0400
2361,21988,63,0.1140,269.1540
2362,21988,63,0.1140,269.2680
2363,21988,63,0.1140,269.3820
2364,21988,63,0.1140,269.4960
2365,21988,63,0.1140,269.6100
2366,22051,63,0.1140,269.7240
2367,22051,63,0.1140,269.8380
2368,22051,63,0.1140,269.9520
2369,22051,63,0.1140,270.0660
2370,22051,63,0.1140,270.1800
2371,22051,63,0.1140,270.2940
2372,22051,63,0.1140,270.4080
2373,22114,63,0.1140,270.5220
2374,22114,63,0.1140,270.6360
2375,22114,63,0.1140,270.7500
2376,22114,63,0.1140,270.8640
2377,22114,63,0.1140,270.9780
2378,22114,63,0.1140,271.0920
2379,22177,63,0.1140,271.2060
2380,22177,63,0.1140,271.3200
2381,22177,63,0.1140,271.4340
2382,22177,63,0.1140,271.5480
2383,22177,63,0.1140,271.6620
